energy_eV,intensity
1.011801127432511471e+01,8.682539055337617270e-04
1.012969856416676073e+01,7.970027570217312141e-04
1.014138585400840853e+01,7.343923028297492852e-04
1.015307314385005455e+01,6.790823883809920950e-04
1.016476043369170057e+01,6.299828903042653831e-04
1.017644772353334837e+01,5.861997756990049505e-04
1.018813501337499439e+01,5.469942614467178735e-04
1.019982230321664218e+01,5.117515608167397950e-04
1.021150959305828820e+01,4.799567295705904884e-04
1.022319688289993422e+01,4.511758269724310206e-04
1.023488417274158024e+01,4.250410962540870832e-04
1.024657146258322804e+01,4.012392137022976774e-04
1.025825875242487406e+01,3.795019012439723792e-04
1.026994604226652186e+01,3.595983745506866713e-04
1.028163333210816788e+01,3.413292277354641920e-04
1.029332062194981390e+01,3.245214506525381055e-04
1.030500791179145992e+01,3.090243452968819359e-04
1.031669520163310771e+01,2.947061605863548085e-04
1.032838249147475373e+01,2.814513046641878660e-04
1.034006978131640153e+01,2.691580241835903249e-04
1.035175707115804755e+01,2.577364632778192648e-04
1.036344436099969357e+01,2.471070328556237571e-04
1.037513165084134137e+01,2.371990347959188354e-04
1.038681894068298739e+01,2.279494965074750222e-04
1.039850623052463341e+01,2.193021798843536915e-04
1.041019352036628121e+01,2.112067354610698360e-04
1.042188081020792723e+01,2.036179779567311794e-04
1.043356810004957325e+01,1.964952637013130186e-04
1.044525538989122104e+01,1.898019538939015244e-04
1.045694267973286706e+01,1.835049504319893193e-04
1.046862996957451308e+01,1.775742933118638423e-04
1.048031725941616088e+01,1.719828104408030846e-04
1.049200454925780690e+01,1.667058122064696529e-04
1.050369183909945292e+01,1.617208243838984564e-04
1.051537912894110072e+01,1.570073539780163013e-04
1.052706641878274674e+01,1.525466834410515679e-04
1.053875370862439276e+01,1.483216894025009389e-04
1.055044099846604055e+01,1.443166826308388371e-04
1.056212828830768657e+01,1.405172664319691484e-04
1.057381557814933259e+01,1.369102110966201530e-04
1.058550286799098039e+01,1.334833423512344068e-04
1.059719015783262641e+01,1.302254420555512700e-04
1.060887744767427243e+01,1.271261596341855926e-04
1.062056473751592023e+01,1.241759329365078283e-04
1.063225202735756625e+01,1.213659173951122972e-04
1.064393931719921227e+01,1.186879225031892187e-04
1.065562660704086007e+01,1.161343547593400241e-04
1.066731389688250609e+01,1.136981663382009660e-04
1.067900118672415211e+01,1.113728088395591628e-04
1.069068847656579990e+01,1.091521915498324611e-04
1.070237576640744592e+01,1.070306437197953738e-04
1.071406305624909194e+01,1.050028804229639532e-04
1.072575034609073974e+01,1.030639716114972845e-04
1.073743763593238576e+01,1.012093140319763121e-04
1.074912492577403356e+01,9.943460570300838991e-05
1.076081221561567958e+01,9.773582269111104825e-05
1.077249950545732560e+01,9.610919795142774859e-05
1.078418679529897162e+01,9.455120202618599217e-05
1.079587408514061941e+01,9.305852541687453447e-05
1.080756137498226543e+01,9.162806246638110499e-05
1.081924866482391323e+01,9.025689660513415652e-05
1.083093595466555925e+01,8.894228683098489728e-05
1.084262324450720527e+01,8.768165530638638734e-05
1.085431053434885129e+01,8.647257596865861250e-05
1.086599782419049909e+01,8.531276405993039552e-05
1.087768511403214511e+01,8.420006649293556103e-05
1.088937240387379290e+01,8.313245297733442370e-05
1.090105969371543893e+01,8.210800783879385750e-05
1.091274698355708495e+01,8.112492246976985965e-05
1.092443427339873097e+01,8.018148835693557602e-05
1.093612156324037876e+01,7.927609063553273442e-05
1.094780885308202478e+01,7.840720212570306651e-05
1.095949614292367258e+01,7.757337781012171331e-05
1.097118343276531860e+01,7.677324971608350977e-05
1.098287072260696462e+01,7.600552216861460974e-05
1.099455801244861242e+01,7.526896738426724052e-05
1.100624530229025844e+01,7.456242137801618827e-05
1.101793259213190446e+01,7.388478015816551329e-05
1.102961988197355225e+01,7.323499618641901077e-05
1.104130717181519827e+01,7.261207508228582257e-05
1.105299446165684429e+01,7.201507255281859186e-05
1.106468175149849209e+01,7.144309153033220970e-05
1.107636904134013811e+01,7.089527950224126199e-05
1.108805633118178413e+01,7.037082601850410389e-05
1.109974362102343193e+01,6.986896036338854758e-05
1.111143091086507795e+01,6.938894937938201474e-05
1.112311820070672397e+01,6.893009543207780044e-05
1.113480549054837176e+01,6.849173450578774011e-05
1.114649278039001778e+01,6.807323442046292364e-05
1.115818007023166381e+01,6.767399316126435690e-05
1.116986736007331160e+01,6.729343731281852011e-05
1.118155464991495762e+01,6.693102059082190781e-05
1.119324193975660364e+01,6.658622246423647438e-05
1.120492922959825144e+01,6.625854686184348957e-05
1.121661651943989746e+01,6.594752095740541258e-05
1.122830380928154348e+01,6.565269402812494231e-05
1.123999109912319128e+01,6.537363638149478167e-05
1.125167838896483730e+01,6.510993834600143466e-05
1.126336567880648332e+01,6.486120932148462589e-05
1.127505296864813111e+01,6.462707688526671105e-05
1.128674025848977713e+01,6.440718595045170046e-05
1.129842754833142315e+01,6.420119797305642308e-05
1.131011483817307095e+01,6.400879020487896262e-05
1.132180212801471697e+01,6.382965498923200219e-05
1.133348941785636299e+01,6.366349909687322203e-05
1.134517670769801079e+01,6.351004309965576852e-05
1.135686399753965681e+01,6.336902077959470202e-05
1.136855128738130460e+01,6.324017857120756885e-05
1.138023857722295062e+01,6.312327503513545266e-05
1.139192586706459664e+01,6.301808036118955751e-05
1.140361315690624266e+01,6.292437589909430449e-05
1.141530044674789046e+01,6.284195371531703747e-05
1.142698773658953648e+01,6.277061617448312435e-05
1.143867502643118428e+01,6.271017554397604417e-05
1.145036231627283030e+01,6.266045362041718905e-05
1.146204960611447632e+01,6.262128137680562641e-05
1.147373689595612234e+01,6.259249862918046629e-05
1.148542418579777014e+01,6.257395372174262452e-05
1.149711147563941616e+01,6.256550322944336737e-05
1.150879876548106395e+01,6.256701167711199458e-05
1.152048605532270997e+01,6.257835127425519033e-05
1.153217334516435599e+01,6.259940166471788582e-05
1.154386063500600201e+01,6.263004969044726102e-05
1.155554792484764981e+01,6.267018916865159004e-05
1.156723521468929583e+01,6.271972068169031679e-05
1.157892250453094363e+01,6.277855137907632245e-05
1.159060979437258965e+01,6.284659479100972656e-05
1.160229708421423567e+01,6.292377065290137811e-05
1.161398437405588169e+01,6.301000474037868435e-05
1.162567166389752948e+01,6.310522871429975051e-05
1.163735895373917550e+01,6.320937997533258141e-05
1.164904624358082330e+01,6.332240152768517990e-05
1.166073353342246932e+01,6.344424185159967149e-05
1.167242082326411534e+01,6.357485478424940249e-05
1.168410811310576314e+01,6.371419940870208206e-05
1.169579540294740916e+01,6.386223995063457692e-05
1.170748269278905518e+01,6.401894568250724729e-05
1.171916998263070298e+01,6.418429083492533705e-05
1.173085727247234900e+01,6.435825451493429772e-05
1.174254456231399502e+01,6.454082063101483115e-05
1.175423185215564281e+01,6.473197782455992989e-05
1.176591914199728883e+01,6.493171940763271430e-05
1.177760643183893485e+01,6.514004330682067066e-05
1.178929372168058265e+01,6.535695201301514902e-05
1.180098101152222867e+01,6.558245253696009061e-05
1.181266830136387469e+01,6.581655637042807614e-05
1.182435559120552249e+01,6.605927945289387555e-05
1.183604288104716851e+01,6.631064214358840510e-05
1.184773017088881630e+01,6.657066919882933392e-05
1.185941746073046232e+01,6.683938975453382455e-05
1.187110475057210834e+01,6.711683731383301388e-05
1.188279204041375436e+01,6.740304973971620282e-05
1.189447933025540216e+01,6.769806925264501530e-05
1.190616662009704818e+01,6.800194243308740904e-05
1.191785390993869598e+01,6.831472022893201928e-05
1.192954119978034200e+01,6.863645796775196255e-05
1.194122848962198802e+01,6.896721537389931679e-05
1.195291577946363404e+01,6.930705659041810766e-05
1.196460306930528183e+01,6.965605020577580098e-05
1.197629035914692786e+01,7.001426928542064682e-05
1.198797764898857565e+01,7.038179140818348286e-05
1.199966493883022167e+01,7.075869870754944858e-05
1.201135222867186769e+01,7.114507791783731357e-05
1.202303951851351371e+01,7.154102042533088562e-05
1.203472680835516151e+01,7.194662232441756270e-05
1.204641409819680753e+01,7.236198447879910785e-05
1.205810138803845533e+01,7.278721258784812901e-05
1.206978867788010135e+01,7.322241725819382844e-05
1.208147596772174737e+01,7.366771408063171346e-05
1.209316325756339339e+01,7.412322371246005072e-05
1.210485054740504118e+01,7.458907196535762354e-05
1.211653783724668720e+01,7.506538989892770609e-05
1.212822512708833500e+01,7.555231392004441637e-05
1.213991241692998102e+01,7.604998588814683989e-05
1.215159970677162704e+01,7.655855322664158885e-05
1.216328699661327306e+01,7.707816904058240417e-05
1.217497428645492086e+01,7.760899224081103313e-05
1.218666157629656688e+01,7.815118767475411911e-05
1.219834886613821467e+01,7.870492626408691285e-05
1.221003615597986069e+01,7.927038514948456238e-05
1.222172344582150671e+01,7.984774784270120022e-05
1.223341073566315274e+01,8.043720438622799674e-05
1.224509802550480053e+01,8.103895152079918385e-05
1.225678531534644655e+01,8.165319286103164148e-05
1.226847260518809435e+01,8.228013907950140640e-05
1.228015989502974037e+01,8.292000809957583208e-05
1.229184718487138639e+01,8.357302529734457626e-05
1.230353447471303419e+01,8.423942371300701358e-05
1.231522176455468021e+01,8.491944427209872860e-05
1.232690905439632623e+01,8.561333601696123933e-05
1.233859634423797402e+01,8.632135634888115098e-05
1.235028363407962004e+01,8.704377128135113697e-05
1.236197092392126606e+01,8.778085570493188313e-05
1.237365821376291386e+01,8.853289366421952865e-05
1.238534550360455988e+01,8.930017864745384728e-05
1.239703279344620590e+01,9.008301388933489769e-05
1.240872008328785370e+01,9.088171268764423725e-05
1.242040737312949972e+01,9.169659873430517454e-05
1.243209466297114574e+01,9.252800646155322217e-05
1.244378195281279353e+01,9.337628140392321627e-05
1.245546924265443955e+01,9.424178057680464423e-05
1.246715653249608735e+01,9.512487287235964369e-05
1.247884382233773337e+01,9.602593947364184205e-05
1.249053111217937939e+01,9.694537428780859267e-05
1.250221840202102541e+01,9.788358439936627208e-05
1.251390569186267321e+01,9.884099054444870627e-05
1.252559298170431923e+01,9.981802760718446800e-05
1.253728027154596703e+01,1.008151451392761430e-04
1.254896756138761305e+01,1.018328079039762594e-04
1.256065485122925907e+01,1.028714964457241410e-04
1.257234214107090509e+01,1.039317076867758032e-04
1.258402943091255288e+01,1.050139555522479698e-04
1.259571672075419890e+01,1.061187716250797255e-04
1.260740401059584670e+01,1.072467058325121848e-04
1.261909130043749272e+01,1.083983271657800915e-04
1.263077859027913874e+01,1.095742244348241510e-04
1.264246588012078476e+01,1.107750070599370084e-04
1.265415316996243256e+01,1.120013059023847900e-04
1.266584045980407858e+01,1.132537741361712717e-04
1.267752774964572637e+01,1.145330881632560563e-04
1.268921503948737239e+01,1.158399485746797419e-04
1.270090232932901841e+01,1.171750811602188878e-04
1.271258961917066443e+01,1.185392379693559427e-04
1.272427690901231223e+01,1.199331984265398528e-04
1.273596419885395825e+01,1.213577705039070392e-04
1.274765148869560605e+01,1.228137919548493741e-04
1.275933877853725207e+01,1.243021316120360652e-04
1.277102606837889809e+01,1.258236907537528938e-04
1.278271335822054411e+01,1.273794045426763230e-04
1.279440064806219191e+01,1.289702435414904211e-04
1.280608793790383793e+01,1.305972153100592884e-04
1.281777522774548572e+01,1.322613660892003494e-04
1.282946251758713174e+01,1.339637825764528230e-04
1.284114980742877776e+01,1.357055937996326630e-04
1.285283709727042378e+01,1.374879730943669328e-04
1.286452438711207158e+01,1.393121401922594910e-04
1.287621167695371760e+01,1.411793634268186258e-04
1.288789896679536540e+01,1.430909620648085291e-04
1.289958625663701142e+01,1.450483087712431634e-04
1.291127354647865744e+01,1.470528322168726727e-04
1.292296083632030523e+01,1.491060198376621172e-04
1.293464812616195125e+01,1.512094207564977806e-04
1.294633541600359727e+01,1.533646488781395241e-04
1.295802270584524507e+01,1.555733861692833956e-04
1.296970999568689109e+01,1.578373861365327691e-04
1.298139728552853711e+01,1.601584775160856265e-04
1.299308457537018491e+01,1.625385681900326702e-04
1.300477186521183093e+01,1.649796493453664517e-04
1.301645915505347695e+01,1.674837998931033144e-04
1.302814644489512474e+01,1.700531911663329327e-04
1.303983373473677077e+01,1.726900919175694234e-04
1.305152102457841679e+01,1.753968736374767595e-04
1.306320831442006458e+01,1.781760162188805372e-04
1.307489560426171060e+01,1.810301139920206498e-04
1.308658289410335840e+01,1.839618821592195431e-04
1.309827018394500442e+01,1.869741636595637817e-04
1.310995747378665044e+01,1.900699364968907090e-04
1.312164476362829646e+01,1.932523215672829323e-04
1.313333205346994426e+01,1.965245910255175392e-04
1.314501934331159028e+01,1.998901772334515871e-04
1.315670663315323807e+01,2.033526823372465062e-04
1.316839392299488409e+01,2.069158885246191759e-04
1.318008121283653011e+01,2.105837690180836688e-04
1.319176850267817613e+01,2.143604998653688245e-04
1.320345579251982393e+01,2.182504725940152108e-04
1.321514308236146995e+01,2.222583078035558356e-04
1.322683037220311775e+01,2.263888697758134128e-04
1.323851766204476377e+01,2.306472821916980985e-04
1.325020495188640979e+01,2.350389450516773718e-04
1.326189224172805581e+01,2.395695529067770808e-04
1.327357953156970360e+01,2.442451145178180022e-04
1.328526682141134962e+01,2.490719740726256336e-04
1.329695411125299742e+01,2.540568341044072967e-04
1.330864140109464344e+01,2.592067802694683382e-04
1.332032869093628946e+01,2.645293081592516981e-04
1.333201598077793548e+01,2.700323523404217236e-04
1.334370327061958328e+01,2.757243178377924669e-04
1.335539056046122930e+01,2.816141142984929973e-04
1.336707785030287710e+01,2.877111931023323662e-04
1.337876514014452312e+01,2.940255877131585805e-04
1.339045242998616914e+01,3.005679575997191491e-04
1.340213971982781516e+01,3.073496360924691715e-04
1.341382700966946295e+01,3.143826825857598192e-04
1.342551429951111075e+01,3.216799395434175209e-04
1.343720158935275677e+01,3.292550948208636491e-04
1.344888887919440279e+01,3.371227498794954962e-04
1.346057616903604881e+01,3.452984945402383637e-04
1.347226345887769483e+01,3.537989890043149706e-04
1.348395074871934263e+01,3.626420539618405723e-04
1.349563803856099042e+01,3.718467697147174772e-04
1.350732532840263644e+01,3.814335853615794447e-04
1.351901261824428246e+01,3.914244392316871797e-04
1.353069990808592848e+01,4.018428919146971204e-04
1.354238719792757450e+01,4.127142734176199312e-04
1.355407448776922230e+01,4.240658461931267448e-04
1.356576177761087010e+01,4.359269860296214509e-04
1.357744906745251612e+01,4.483293830790516851e-04
1.358913635729416214e+01,4.613072656302020179e-04
1.360082364713580816e+01,4.748976496216505299e-04
1.361251093697745418e+01,4.891406173397504957e-04
1.362419822681910198e+01,5.040796292749740847e-04
1.363588551666074977e+01,5.197618737294225659e-04
1.364757280650239579e+01,5.362386594970574129e-04
1.365926009634404181e+01,5.535658577976761011e-04
1.367094738618568783e+01,5.718044006622592049e-04
1.368263467602733385e+01,5.910208441732288679e-04
1.369432196586898165e+01,6.112880063977558934e-04
1.370600925571062945e+01,6.326856915643273068e-04
1.371769654555227547e+01,6.553015140824876858e-04
1.372938383539392149e+01,6.792318384676059766e-04
1.374107112523556751e+01,7.045828541998914139e-04
1.375275841507721530e+01,7.314718081362220348e-04
1.376444570491886132e+01,7.600284214509125209e-04
1.377613299476050912e+01,7.903965233925198215e-04
1.378782028460215514e+01,8.227359406421411126e-04
1.379950757444380116e+01,8.572246890439363465e-04
1.381119486428544718e+01,8.940615243326460173e-04
1.382288215412709498e+01,9.334689206993825256e-04
1.383456944396874100e+01,9.756965612531609891e-04
1.384625673381038879e+01,1.021025443482823005e-03
1.385794402365203482e+01,1.069772726789446852e-03
1.386963131349368084e+01,1.122297479478016067e-03
1.388131860333532686e+01,1.179007521170069052e-03
1.389300589317697465e+01,1.240367605968585455e-03
1.390469318301862067e+01,1.306909255289970132e-03
1.391638047286026847e+01,1.379242631710750257e-03
1.392806776270191449e+01,1.458070952789596681e-03
1.393975505254356051e+01,1.544208085345205985e-03
1.395144234238520653e+01,1.638600148224725502e-03
1.396312963222685433e+01,1.742352202208046928e-03
1.397481692206850035e+01,1.856761443479419595e-03
1.398650421191014814e+01,1.983358776605912994e-03
1.399819150175179416e+01,2.123961274219472381e-03
1.400987879159344018e+01,2.280738906928777340e-03
1.402156608143508620e+01,2.456300157210863921e-03
1.403325337127673400e+01,2.653802878883713880e-03
1.404494066111838180e+01,2.877099279174047744e-03
1.405662795096002782e+01,3.130927570912139541e-03
1.406831524080167384e+01,3.421168279097470434e-03
1.408000253064331986e+01,3.755191370262037781e-03
1.409168982048496588e+01,4.142332911778805540e-03
1.410337711032661367e+01,4.594559550502775973e-03
1.411506440016826147e+01,5.127410331768895123e-03
1.412675169000990749e+01,5.761356355315494504e-03
1.413843897985155351e+01,6.523804118046903217e-03
1.415012626969319953e+01,7.452115423489723799e-03
1.416181355953484555e+01,8.598278178733733540e-03
1.417350084937649335e+01,1.003634418953449660e-02
1.418518813921814115e+01,1.187467464681450473e-02
1.419687542905978717e+01,1.427689258803873686e-02
1.420856271890143319e+01,1.749938366676301663e-02
1.422025000874307921e+01,2.196208934243663174e-02
1.423193729858472523e+01,2.839099767610865979e-02
1.424362458842637302e+01,3.812839432972404269e-02
1.425531187826802082e+01,5.387833695273686052e-02
1.426699916810966684e+01,8.174023247495251776e-02
1.427868645795131286e+01,1.377720934296604860e-01
1.429037374779295888e+01,2.745227750037511627e-01
1.430206103763460668e+01,7.174904508570595363e-01
1.431374832747625270e+01,1.937515611364110768e+00
1.432543561731790049e+01,9.884524783348436205e-01
1.433712290715954651e+01,3.473247085767951492e-01
1.434881019700119253e+01,1.635679179315699949e-01
1.436049748684283855e+01,9.340303979098921183e-02
1.437218477668448635e+01,6.008371360993611243e-02
1.438387206652613237e+01,4.182984724086138278e-02
1.439555935636778017e+01,3.079716252393347592e-02
1.440724664620942619e+01,2.363791419376292183e-02
1.441893393605107221e+01,1.873658835970255787e-02
1.443062122589271823e+01,1.523820451938244502e-02
1.444230851573436603e+01,1.265665350061869962e-02
1.445399580557601205e+01,1.069927953742149870e-02
1.446568309541765984e+01,9.181472933081431115e-03
1.447737038525930586e+01,7.982173926212608739e-03
1.448905767510095188e+01,7.019355348001443326e-03
1.450074496494259790e+01,6.235862106776492164e-03
1.451243225478424570e+01,5.590897356818504485e-03
1.452411954462589172e+01,5.054723223785387472e-03
1.453580683446753952e+01,4.605261290652308027e-03
1.454749412430918554e+01,4.225853178507208048e-03
1.455918141415083156e+01,3.903750310705423731e-03
1.457086870399247758e+01,3.629073945347533348e-03
1.458255599383412537e+01,3.394085567885836256e-03
1.459424328367577139e+01,3.192666420747760671e-03
1.460593057351741919e+01,3.019940659670598132e-03
1.461761786335906521e+01,2.871998883492764797e-03
1.462930515320071123e+01,2.745692959673916387e-03
1.464099244304235725e+01,2.638482278051391527e-03
1.465267973288400505e+01,2.548317661295007065e-03
1.466436702272565284e+01,2.473553266328071005e-03
1.467605431256729887e+01,2.412879623505027275e-03
1.468774160240894489e+01,2.365272920040919179e-03
1.469942889225059091e+01,2.329957024762476479e-03
1.471111618209223693e+01,2.306375758955524560e-03
1.472280347193388472e+01,2.294173667841856515e-03
1.473449076177553252e+01,2.293184125055592812e-03
1.474617805161717854e+01,2.303424069849302654e-03
1.475786534145882456e+01,2.325095079982463907e-03
1.476955263130047058e+01,2.358590860200219901e-03
1.478123992114211660e+01,2.404511611412518072e-03
1.479292721098376440e+01,2.463686174809973876e-03
1.480461450082541219e+01,2.537203359784560245e-03
1.481630179066705821e+01,2.626454517963447161e-03
1.482798908050870423e+01,2.733190290947651313e-03
1.483967637035035025e+01,2.859595641103480565e-03
1.485136366019199627e+01,3.008388927574654967e-03
1.486305095003364407e+01,3.182953147419147286e-03
1.487473823987529187e+01,3.387510885409698944e-03
1.488642552971693789e+01,3.627359573559923653e-03
1.489811281955858391e+01,3.909191263996296406e-03
1.490980010940022993e+01,4.241532757966990502e-03
1.492148739924187772e+01,4.635360104938120521e-03
1.493317468908352375e+01,5.104970463102849812e-03
1.494486197892517154e+01,5.669241608398289424e-03
1.495654926876681756e+01,6.353488575883161488e-03
1.496823655860846358e+01,7.192263356255781774e-03
1.497992384845010960e+01,8.233686212070066845e-03
1.499161113829175740e+01,9.546344398106315285e-03
1.500329842813340342e+01,1.123065247605391746e-02
1.501498571797505122e+01,1.343829436097972521e-02
1.502667300781669724e+01,1.640702890723375745e-02
1.503836029765834326e+01,2.052641295064301999e-02
1.505004758749998928e+01,2.647012974021390602e-02
1.506173487734163707e+01,3.548422738808409971e-02
1.507342216718328309e+01,5.008004923623762122e-02
1.508510945702493089e+01,7.592571541428658199e-02
1.509679674686657691e+01,1.279561378807290151e-01
1.510848403670822293e+01,2.551015049237309040e-01
1.512017132654986895e+01,6.675459883185822507e-01
1.513185861639151675e+01,1.796366082366323891e+00
1.514354590623316277e+01,9.101273641584404217e-01
1.515523319607481056e+01,3.202142139076915028e-01
1.516692048591645658e+01,1.509593479667676597e-01
1.517860777575810260e+01,8.624403852600941167e-02
1.519029506559974863e+01,5.547999809671291110e-02
1.520198235544139642e+01,3.860983489977824756e-02
1.521366964528304422e+01,2.840314738212748949e-02
1.522535693512469024e+01,2.177216256843171258e-02
1.523704422496633626e+01,1.722608789594831311e-02
1.524873151480798228e+01,1.397563942368487168e-02
1.526041880464962830e+01,1.157190983671820862e-02
1.527210609449127610e+01,9.744556091116332933e-03
1.528379338433292389e+01,8.322989535865016678e-03
1.529548067417456991e+01,7.195305384996794791e-03
1.530716796401621593e+01,6.285647419952038531e-03
1.531885525385786195e+01,5.541131681405023907e-03
1.533054254369950797e+01,4.923982915777076926e-03
1.534222983354115577e+01,4.406639050807973669e-03
1.535391712338280357e+01,3.968609972636697424e-03
1.536560441322444959e+01,3.594407674846577042e-03
1.537729170306609561e+01,3.272149853811758078e-03
1.538897899290774163e+01,2.992597813918398443e-03
1.540066628274938765e+01,2.748480961371533356e-03
1.541235357259103544e+01,2.534014354936954191e-03
1.542404086243268324e+01,2.344548759997235835e-03
1.543572815227432926e+01,2.176313203707020902e-03
1.544741544211597528e+01,2.026223115375204355e-03
1.545910273195762130e+01,1.891735634508566206e-03
1.547079002179926732e+01,1.770739288042588603e-03
1.548247731164091512e+01,1.661469015650028202e-03
1.549416460148256292e+01,1.562440100380627864e-03
1.550585189132420894e+01,1.472396346882025656e-03
1.551753918116585496e+01,1.390269101522089963e-03
1.552922647100750098e+01,1.315144597775853201e-03
1.554091376084914877e+01,1.246237748746582396e-03
1.555260105069079479e+01,1.182870972176271055e-03
1.556428834053244259e+01,1.124456973117514327e-03
1.557597563037408861e+01,1.070484660934031699e-03
1.558766292021573463e+01,1.020507565075834573e-03
1.559935021005738065e+01,9.741342554536411855e-04
1.561103749989902845e+01,9.310203805196875506e-04
1.562272478974067447e+01,8.908620181803660358e-04
1.563441207958232226e+01,8.533900978122045027e-04
1.564609936942396828e+01,8.183657005958447275e-04
1.565778665926561430e+01,7.855760835582016599e-04
1.566947394910726032e+01,7.548313026712603121e-04
1.568116123894890812e+01,7.259613340004228161e-04
1.569284852879055414e+01,6.988136106600259696e-04
1.570453581863220194e+01,6.732509083033665683e-04
1.571622310847384796e+01,6.491495238772021590e-04
1.572791039831549398e+01,6.263977020399158924e-04
1.573959768815714000e+01,6.048942714684966884e-04
1.575128497799878780e+01,5.845474596407517149e-04
1.576297226784043382e+01,5.652738598722794250e-04
1.577465955768208161e+01,5.469975286439722603e-04
1.578634684752372763e+01,5.296491947581863412e-04
1.579803413736537365e+01,5.131655647540614386e-04
1.580972142720701967e+01,4.974887114102177679e-04
1.582140871704866747e+01,4.825655341571366661e-04
1.583309600689031527e+01,4.683472818858751361e-04
1.584478329673196129e+01,4.547891300331009714e-04
1.585647058657360731e+01,4.418498049926946995e-04
1.586815787641525333e+01,4.294912498899391973e-04
1.587984516625689935e+01,4.176783265870735143e-04
1.589153245609854714e+01,4.063785494945604672e-04
1.590321974594019494e+01,3.955618473617561232e-04
1.591490703578184096e+01,3.852003497311299999e-04
1.592659432562348698e+01,3.752681951760999989e-04
1.593828161546513300e+01,3.657413588156753536e-04
1.594996890530677902e+01,3.565974969192345486e-04
1.596165619514842682e+01,3.478158066901347926e-04
1.597334348499007461e+01,3.393768995541943828e-04
1.598503077483172063e+01,3.312626864840967551e-04
1.599671806467336665e+01,3.234562740682776359e-04
1.600840535451501268e+01,3.159418701868231820e-04
1.602009264435665870e+01,3.087046982907202001e-04
1.603177993419830472e+01,3.017309193973681330e-04
1.604346722403995429e+01,2.950075610169526912e-04
1.605515451388160031e+01,2.885224523131955108e-04
1.606684180372324633e+01,2.822641648798056161e-04
1.607852909356489235e+01,2.762219585823210474e-04
1.609021638340654192e+01,2.703857319749798627e-04
1.610190367324818794e+01,2.647459768551317649e-04
1.611359096308983396e+01,2.592937365642312237e-04
1.612527825293147998e+01,2.540205676856375225e-04
1.613696554277312600e+01,2.489185048257573597e-04
1.614865283261477202e+01,2.439800281973173975e-04
