energy_eV,intensity
9.954378850368540199e+00,6.183909082345578727e-03
9.966065936875947884e+00,4.936683418706767044e-03
9.977753023383355568e+00,4.034696747920849327e-03
9.989440109890763253e+00,3.361889662150480997e-03
1.000112719639817094e+01,2.847153781146431663e-03
1.001281428290558040e+01,2.444986483175334499e-03
1.002450136941298808e+01,2.125197741288548017e-03
1.003618845592039577e+01,1.867138589019814218e-03
1.004787554242780345e+01,1.656318885612618119e-03
1.005956262893521114e+01,1.482349655334411296e-03
1.007124971544261882e+01,1.337651008795939919e-03
1.008293680195002651e+01,1.216619371830254684e-03
1.009462388845743597e+01,1.115080119314198559e-03
1.010631097496484365e+01,1.029924133158561421e-03
1.011799806147225134e+01,9.588682562954221498e-04
1.012968514797965902e+01,9.003047729532540197e-04
1.014137223448706671e+01,8.532219082006346333e-04
1.015305932099447439e+01,8.171909474061591402e-04
1.016474640750188208e+01,7.924302386781253331e-04
1.017643349400929154e+01,7.799777648460200176e-04
1.018812058051669922e+01,7.820428587119350461e-04
1.019980766702410691e+01,8.026881866752021751e-04
1.021149475353151459e+01,8.491764259704322020e-04
1.022318184003892227e+01,9.347715371073214404e-04
1.023486892654632996e+01,1.085033237137936245e-03
1.024655601305373764e+01,1.353498832484835478e-03
1.025824309956114533e+01,1.866471275907460913e-03
1.026993018606855479e+01,2.976683533533366725e-03
1.028161727257596247e+01,5.935098723742440741e-03
1.029330435908337016e+01,1.635066582460198426e-02
1.030499144559077784e+01,3.068183929378938066e-02
1.031667853209818553e+01,1.136490453664281731e-02
1.032836561860559321e+01,4.542988687206868208e-03
1.034005270511300090e+01,2.415155213466658839e-03
1.035173979162041036e+01,1.532508135627284928e-03
1.036342687812781804e+01,1.087254247652169343e-03
1.037511396463522573e+01,8.311345929234639903e-04
1.038680105114263341e+01,6.694449526803345190e-04
1.039848813765004110e+01,5.600532655069253912e-04
1.041017522415744878e+01,4.819789501909097179e-04
1.042186231066485647e+01,4.238381561489050616e-04
1.043354939717226415e+01,3.790230690107019174e-04
1.044523648367967361e+01,3.434834505834447461e-04
1.045692357018708130e+01,3.146225715384813886e-04
1.046861065669448898e+01,2.907114703746138001e-04
1.048029774320189667e+01,2.705612179593655628e-04
1.049198482970930435e+01,2.533311032250172698e-04
1.050367191621671203e+01,2.384119557203193227e-04
1.051535900272412150e+01,2.253527589443992491e-04
1.052704608923152918e+01,2.138131199377988224e-04
1.053873317573893686e+01,2.035316775852569866e-04
1.055042026224634455e+01,1.943046146864647482e-04
1.056210734875375223e+01,1.859707366625879552e-04
1.057379443526115992e+01,1.784009146730917972e-04
1.058548152176856760e+01,1.714904887252319417e-04
1.059716860827597529e+01,1.651537154935604724e-04
1.060885569478338297e+01,1.593196524632960079e-04
1.062054278129079243e+01,1.539290666562903196e-04
1.063222986779820012e+01,1.489320846426566835e-04
1.064391695430560780e+01,1.442863859301707493e-04
1.065560404081301549e+01,1.399557995189869427e-04
1.066729112732042317e+01,1.359092029821798680e-04
1.067897821382783086e+01,1.321196509560562703e-04
1.069066530033524032e+01,1.285636793164834858e-04
1.070235238684264800e+01,1.252207451468709883e-04
1.071403947335005569e+01,1.220727725777357873e-04
1.072572655985746337e+01,1.191037818482794250e-04
1.073741364636487106e+01,1.162995842930013984e-04
1.074910073287227874e+01,1.136475299341625425e-04
1.076078781937968643e+01,1.111362973432453367e-04
1.077247490588709411e+01,1.087557176893453426e-04
1.078416199239450179e+01,1.064966266107071337e-04
1.079584907890191126e+01,1.043507388649297989e-04
1.080753616540931894e+01,1.023105417336052147e-04
1.081922325191672662e+01,1.003692039514891615e-04
1.083091033842413431e+01,9.852049755279776205e-05
1.084259742493154199e+01,9.675873051803930052e-05
1.085428451143894968e+01,9.507868849411145419e-05
1.086597159794635914e+01,9.347558417093350478e-05
1.087765868445376682e+01,9.194501314693802102e-05
1.088934577096117451e+01,9.048291531651921245e-05
1.090103285746858219e+01,8.908554097521164002e-05
1.091271994397598988e+01,8.774942097078559098e-05
1.092440703048339756e+01,8.647134033674905046e-05
1.093609411699080525e+01,8.524831493370318796e-05
1.094778120349821293e+01,8.407757069738527910e-05
1.095946829000562239e+01,8.295652515302074325e-05
1.097115537651303008e+01,8.188277090616006117e-05
1.098284246302043776e+01,8.085406086237157503e-05
1.099452954952784545e+01,7.986829496352715633e-05
1.100621663603525313e+01,7.892350825814018150e-05
1.101790372254266082e+01,7.801786014830580727e-05
1.102959080905006850e+01,7.714962467702621437e-05
1.104127789555747796e+01,7.631718173773867646e-05
1.105296498206488565e+01,7.551900910322896011e-05
1.106465206857229333e+01,7.475367518423674772e-05
1.107633915507970102e+01,7.401983243931508131e-05
1.108802624158710870e+01,7.331621136716845173e-05
1.109971332809451638e+01,7.264161502102783712e-05
1.111140041460192407e+01,7.199491399181882293e-05
1.112308750110933175e+01,7.137504181311278681e-05
1.113477458761674121e+01,7.078099074626705988e-05
1.114646167412414890e+01,7.021180790887175649e-05
1.115814876063155658e+01,6.966659171373320745e-05
1.116983584713896427e+01,6.914448858922188378e-05
1.118152293364637195e+01,6.864468995496151964e-05
1.119321002015377964e+01,6.816642942960660437e-05
1.120489710666118910e+01,6.770898024989043733e-05
1.121658419316859678e+01,6.727165288227562705e-05
1.122827127967600447e+01,6.685379281043541658e-05
1.123995836618341215e+01,6.645477848347811816e-05
1.125164545269081984e+01,6.607401941131473694e-05
1.126333253919822752e+01,6.571095439489627629e-05
1.127501962570563521e+01,6.536504988022588062e-05
1.128670671221304289e+01,6.503579842610182095e-05
1.129839379872045058e+01,6.472271727648720989e-05
1.131008088522786004e+01,6.442534702924067834e-05
1.132176797173526772e+01,6.414325039369679681e-05
1.133345505824267541e+01,6.387601103025790719e-05
1.134514214475008309e+01,6.362323246576763426e-05
1.135682923125749078e+01,6.338453707898174022e-05
1.136851631776489846e+01,6.315956515094318393e-05
1.138020340427230792e+01,6.294797397551448988e-05
1.139189049077971561e+01,6.274943702571934281e-05
1.140357757728712329e+01,6.256364317190989989e-05
1.141526466379453097e+01,6.239029594810553074e-05
1.142695175030193866e+01,6.222911286314563120e-05
1.143863883680934634e+01,6.207982475357180666e-05
1.145032592331675403e+01,6.194217517539987229e-05
1.146201300982416171e+01,6.181591983216744193e-05
1.147370009633156940e+01,6.170082603684631437e-05
1.148538718283897886e+01,6.159667220539660878e-05
1.149707426934638654e+01,6.150324737990845228e-05
1.150876135585379423e+01,6.142035077943457035e-05
1.152044844236120191e+01,6.134779137675781997e-05
1.153213552886860960e+01,6.128538749947008625e-05
1.154382261537601906e+01,6.123296645385731751e-05
1.155550970188342674e+01,6.119036417019653679e-05
1.156719678839083443e+01,6.115742486817075333e-05
1.157888387489824211e+01,6.113400074120186017e-05
1.159057096140564980e+01,6.111995165858554867e-05
1.160225804791305748e+01,6.111514488439294889e-05
1.161394513442046517e+01,6.111945481217486895e-05
1.162563222092787285e+01,6.113276271457241838e-05
1.163731930743528054e+01,6.115495650700006065e-05
1.164900639394268822e+01,6.118593052462353225e-05
1.166069348045009768e+01,6.122558531190923500e-05
1.167238056695750537e+01,6.127382742407022642e-05
1.168406765346491305e+01,6.133056923977971348e-05
1.169575473997232073e+01,6.139572878456533360e-05
1.170744182647972842e+01,6.146922956433667376e-05
1.171912891298713788e+01,6.155100040853530078e-05
1.173081599949454557e+01,6.164097532243000975e-05
1.174250308600195325e+01,6.173909334811248327e-05
1.175419017250936093e+01,6.184529843377716322e-05
1.176587725901676862e+01,6.195953931089725857e-05
1.177756434552417630e+01,6.208176937893442689e-05
1.178925143203158399e+01,6.221194659724345181e-05
1.180093851853899167e+01,6.235003338385595290e-05
1.181262560504639936e+01,6.249599652084806233e-05
1.182431269155380882e+01,6.264980706601678932e-05
1.183599977806121650e+01,6.281144027060830634e-05
1.184768686456862419e+01,6.298087550285891409e-05
1.185937395107603187e+01,6.315809617712520431e-05
1.187106103758343956e+01,6.334308968839637830e-05
1.188274812409084724e+01,6.353584735199494719e-05
1.189443521059825670e+01,6.373636434828711030e-05
1.190612229710566439e+01,6.394463967223526176e-05
1.191780938361307207e+01,6.416067608763979346e-05
1.192949647012047976e+01,6.438448008592599549e-05
1.194118355662788744e+01,6.461606184934562457e-05
1.195287064313529513e+01,6.485543521847128958e-05
1.196455772964270281e+01,6.510261766387282184e-05
1.197624481615011049e+01,6.535763026187352514e-05
1.198793190265751818e+01,6.562049767429433832e-05
1.199961898916492764e+01,6.589124813210122040e-05
1.201130607567233533e+01,6.616991342288063688e-05
1.202299316217974301e+01,6.645652888207587226e-05
1.203468024868715069e+01,6.675113338792345349e-05
1.204636733519455838e+01,6.705376936003817131e-05
1.205805442170196606e+01,6.736448276160095954e-05
1.206974150820937552e+01,6.768332310511180738e-05
1.208142859471678321e+01,6.801034346167589674e-05
1.209311568122419089e+01,6.834560047379896334e-05
1.210480276773159858e+01,6.868915437167260956e-05
1.211648985423900626e+01,6.904106899293841566e-05
1.212817694074641395e+01,6.940141180592484529e-05
1.213986402725382163e+01,6.977025393635741984e-05
1.215155111376122932e+01,7.014767019754873450e-05
1.216323820026863700e+01,7.053373912408074375e-05
1.217492528677604646e+01,7.092854300899807294e-05
1.218661237328345415e+01,7.133216794453612708e-05
1.219829945979086183e+01,7.174470386641588603e-05
1.220998654629826952e+01,7.216624460173971453e-05
1.222167363280567720e+01,7.259688792053230059e-05
1.223336071931308666e+01,7.303673559097402057e-05
1.224504780582049435e+01,7.348589343838149673e-05
1.225673489232790203e+01,7.394447140799638777e-05
1.226842197883530972e+01,7.441258363164841318e-05
1.228010906534271740e+01,7.489034849836629661e-05
1.229179615185012509e+01,7.537788872901639823e-05
1.230348323835753277e+01,7.587533145505497283e-05
1.231517032486494045e+01,7.638280830148722717e-05
1.232685741137234814e+01,7.690045547413337053e-05
1.233854449787975582e+01,7.742841385130820825e-05
1.235023158438716528e+01,7.796682908002942078e-05
1.236191867089457297e+01,7.851585167687559269e-05
1.237360575740198065e+01,7.907563713362531584e-05
1.238529284390938834e+01,7.964634602781314938e-05
1.239697993041679602e+01,8.022814413835061996e-05
1.240866701692420548e+01,8.082120256636615100e-05
1.242035410343161317e+01,8.142569786142756796e-05
1.243204118993902085e+01,8.204181215332197988e-05
1.244372827644642854e+01,8.266973328957401789e-05
1.245541536295383622e+01,8.330965497889718024e-05
1.246710244946124391e+01,8.396177694078128741e-05
1.247878953596865159e+01,8.462630506143101726e-05
1.249047662247605928e+01,8.530345155628194247e-05
1.250216370898346696e+01,8.599343513933248621e-05
1.251385079549087642e+01,8.669648119954259918e-05
1.252553788199828411e+01,8.741282198456331025e-05
1.253722496850569179e+01,8.814269679207669881e-05
1.254891205501309948e+01,8.888635216903638045e-05
1.256059914152050716e+01,8.964404211911857455e-05
1.257228622802791485e+01,9.041602831870703544e-05
1.258397331453532431e+01,9.120258034175192092e-05
1.259566040104273199e+01,9.200397589386184846e-05
1.260734748755013968e+01,9.282050105600614322e-05
1.261903457405754736e+01,9.365245053822302533e-05
1.263072166056495504e+01,9.450012794375183185e-05
1.264240874707236273e+01,9.536384604402748082e-05
1.265409583357977041e+01,9.624392706499933215e-05
1.266578292008717810e+01,9.714070298526026269e-05
1.267747000659458578e+01,9.805451584649680470e-05
1.268915709310199524e+01,9.898571807679923645e-05
1.270084417960940293e+01,9.993467282739641343e-05
1.271253126611681061e+01,1.009017543234147409e-04
1.272421835262421830e+01,1.018873482292852872e-04
1.273590543913162598e+01,1.028918520294635586e-04
1.274759252563903367e+01,1.039156754251568818e-04
1.275927961214644313e+01,1.049592407477942273e-04
1.277096669865385081e+01,1.060229833900108704e-04
1.278265378516125850e+01,1.071073522549655560e-04
1.279434087166866618e+01,1.082128102248469177e-04
1.280602795817607387e+01,1.093398346494780631e-04
1.281771504468348155e+01,1.104889178559750521e-04
1.282940213119088924e+01,1.116605676804679256e-04
1.284108921769829692e+01,1.128553080229505461e-04
1.285277630420570461e+01,1.140736794263831052e-04
1.286446339071311407e+01,1.153162396812349339e-04
1.287615047722052175e+01,1.165835644567219688e-04
1.288783756372792944e+01,1.178762479600661839e-04
1.289952465023533712e+01,1.191949036251757681e-04
1.291121173674274480e+01,1.205401648322295115e-04
1.292289882325015427e+01,1.219126856597320971e-04
1.293458590975756195e+01,1.233131416706973664e-04
1.294627299626496963e+01,1.247422307347173086e-04
1.295796008277237732e+01,1.262006738877709483e-04
1.296964716927978500e+01,1.276892162317439124e-04
1.298133425578719269e+01,1.292086278757421350e-04
1.299302134229460037e+01,1.307597049214103194e-04
1.300470842880200806e+01,1.323432704945972510e-04
1.301639551530941574e+01,1.339601758258534951e-04
1.302808260181682343e+01,1.356113013823982043e-04
1.303976968832423289e+01,1.372975580543532267e-04
1.305145677483164057e+01,1.390198883982159323e-04
1.306314386133904826e+01,1.407792679407305855e-04
1.307483094784645594e+01,1.425767065465088251e-04
1.308651803435386363e+01,1.444132498529693428e-04
1.309820512086127309e+01,1.462899807763886467e-04
1.310989220736868077e+01,1.482080210930988265e-04
1.312157929387608846e+01,1.501685331001326174e-04
1.313326638038349614e+01,1.521727213598848090e-04
1.314495346689090383e+01,1.542218345336714559e-04
1.315664055339831151e+01,1.563171673093778603e-04
1.316832763990571920e+01,1.584600624287397467e-04
1.318001472641312688e+01,1.606519128201660976e-04
1.319170181292053456e+01,1.628941638434142482e-04
1.320338889942794403e+01,1.651883156528546892e-04
1.321507598593535171e+01,1.675359256865204525e-04
1.322676307244275939e+01,1.699386112886410827e-04
1.323845015895016708e+01,1.723980524738803690e-04
1.325013724545757476e+01,1.749159948420872242e-04
1.326182433196498245e+01,1.774942526529808579e-04
1.327351141847239191e+01,1.801347120708629741e-04
1.328519850497979959e+01,1.828393345901718552e-04
1.329688559148720728e+01,1.856101606534795129e-04
1.330857267799461496e+01,1.884493134743646413e-04
1.332025976450202265e+01,1.913590030785196935e-04
1.333194685100943033e+01,1.943415305774304084e-04
1.334363393751683802e+01,1.973992926900367158e-04
1.335532102402424570e+01,2.005347865289438506e-04
1.336700811053165339e+01,2.037506146690080402e-04
1.337869519703906107e+01,2.070494905174825103e-04
1.339038228354647053e+01,2.104342440063935527e-04
1.340206937005387822e+01,2.139078276294153558e-04
1.341375645656128590e+01,2.174733228472747215e-04
1.342544354306869359e+01,2.211339468875993198e-04
1.343713062957610305e+01,2.248930599672091123e-04
1.344881771608351073e+01,2.287541729670951947e-04
1.346050480259091842e+01,2.327209555928014565e-04
1.347219188909832610e+01,2.367972450555891730e-04
1.348387897560573379e+01,2.409870553127133009e-04
1.349556606211314147e+01,2.452945869083303257e-04
1.350725314862054915e+01,2.497242374600613219e-04
1.351894023512795684e+01,2.542806128400700982e-04
1.353062732163536452e+01,2.589685391037115330e-04
1.354231440814277221e+01,2.637930752234113893e-04
1.355400149465017989e+01,2.687595266904919261e-04
1.356568858115758935e+01,2.738734600532049483e-04
1.357737566766499704e+01,2.791407184653301853e-04
1.358906275417240472e+01,2.845674383264251792e-04
1.360074984067981418e+01,2.901600671021750265e-04
1.361243692718722187e+01,2.959253824214635249e-04
1.362412401369462955e+01,3.018705125557756357e-04
1.363581110020203724e+01,3.080029583964473102e-04
1.364749818670944492e+01,3.143306170562856056e-04
1.365918527321685261e+01,3.208618072342135858e-04
1.367087235972426029e+01,3.276052964950561730e-04
1.368255944623166798e+01,3.345703306315146969e-04
1.369424653273907566e+01,3.417666652919443856e-04
1.370593361924648335e+01,3.492046000759670382e-04
1.371762070575389103e+01,3.568950153204532706e-04
1.372930779226130049e+01,3.648494118212302641e-04
1.374099487876870818e+01,3.730799537613334847e-04
1.375268196527611586e+01,3.815995151450756752e-04
1.376436905178352355e+01,3.904217300689558187e-04
1.377605613829093301e+01,3.995610471960588475e-04
1.378774322479834069e+01,4.090327888404495416e-04
1.379943031130574838e+01,4.188532151128721861e-04
1.381111739781315606e+01,4.290395936293275891e-04
1.382280448432056374e+01,4.396102753407755710e-04
1.383449157082797143e+01,4.505847771059965983e-04
1.384617865733537911e+01,4.619838717016810101e-04
1.385786574384278680e+01,4.738296860452295700e-04
1.386955283035019448e+01,4.861458084979087602e-04
1.388123991685760217e+01,4.989574062205038088e-04
1.389292700336500985e+01,5.122913536722752820e-04
1.390461408987241931e+01,5.261763734790198986e-04
1.391630117637982700e+01,5.406431910498093758e-04
1.392798826288723468e+01,5.557247044975846800e-04
1.393967534939464237e+01,5.714561716194116328e-04
1.395136243590205183e+01,5.878754159222115668e-04
1.396304952240945951e+01,6.050230539435710701e-04
1.397473660891686720e+01,6.229427464207040266e-04
1.398642369542427488e+01,6.416814762101041847e-04
1.399811078193168257e+01,6.612898562640531688e-04
1.400979786843909025e+01,6.818224714369579449e-04
1.402148495494649794e+01,7.033382584357789286e-04
1.403317204145390562e+01,7.259009288577365207e-04
1.404485912796131331e+01,7.495794409909688942e-04
1.405654621446872099e+01,7.744485269088937501e-04
1.406823330097612867e+01,8.005892823896727231e-04
1.407992038748353814e+01,8.280898283661091656e-04
1.409160747399094582e+01,8.570460539921048206e-04
1.410329456049835350e+01,8.875624530403721955e-04
1.411498164700576119e+01,9.197530672719367610e-04
1.412666873351317065e+01,9.537425527023843386e-04
1.413835582002057834e+01,9.896673874070388045e-04
1.415004290652798602e+01,1.027677242749788214e-03
1.416172999303539370e+01,1.067936543801402795e-03
1.417341707954280139e+01,1.110626249374759315e-03
1.418510416605020907e+01,1.155945887721781954e-03
1.419679125255761676e+01,1.204115890730761461e-03
1.420847833906502444e+01,1.255380277709507901e-03
1.422016542557243213e+01,1.310009749888861510e-03
1.423185251207983981e+01,1.368305269075269443e-03
1.424353959858724750e+01,1.430602208984671584e-03
1.425522668509465696e+01,1.497275186425431033e-03
1.426691377160206464e+01,1.568743702595499188e-03
1.427860085810947233e+01,1.645478753522584521e-03
1.429028794461688179e+01,1.728010604671886439e-03
1.430197503112428947e+01,1.816937970026981071e-03
1.431366211763169716e+01,1.912938893218142341e-03
1.432534920413910484e+01,2.016783701113896831e-03
1.433703629064651253e+01,2.129350493494374611e-03
1.434872337715392021e+01,2.251643752426060480e-03
1.436041046366132790e+01,2.384816810482555741e-03
1.437209755016873558e+01,2.530199119921079914e-03
1.438378463667614326e+01,2.689329531743419113e-03
1.439547172318355095e+01,2.863997147050083552e-03
1.440715880969095863e+01,3.056291775226758264e-03
1.441884589619836810e+01,3.268666669595531298e-03
1.443053298270577578e+01,3.504017076080973448e-03
1.444222006921318346e+01,3.765779318067494132e-03
1.445390715572059115e+01,4.058056788466535107e-03
1.446559424222800061e+01,4.385781532046453823e-03
1.447728132873540829e+01,4.754923383971747936e-03
1.448896841524281598e+01,5.172763352064080507e-03
1.450065550175022366e+01,5.648254815327010021e-03
1.451234258825763135e+01,6.192506301718737199e-03
1.452402967476503903e+01,6.819434936052156879e-03
1.453571676127244672e+01,7.546663111713465197e-03
1.454740384777985440e+01,8.396767547686562194e-03
1.455909093428726209e+01,9.399048216713171838e-03
1.457077802079466977e+01,1.059207971588942837e-02
1.458246510730207746e+01,1.202746665779838055e-02
1.459415219380948692e+01,1.377549817457627244e-02
1.460583928031689460e+01,1.593388219687965485e-02
1.461752636682430229e+01,1.864163337002887333e-02
1.462921345333170997e+01,2.210189903948602333e-02
1.464090053983911943e+01,2.662093816732100104e-02
1.465258762634652712e+01,3.267772390911351243e-02
1.466427471285393480e+01,4.105497421908257255e-02
1.467596179936134249e+01,5.310200183768472998e-02
1.468764888586875017e+01,7.130465151764596443e-02
1.469933597237615786e+01,1.006475416751605456e-01
1.471102305888356554e+01,1.523046107111417635e-01
1.472271014539097322e+01,2.554406704198577405e-01
1.473439723189838091e+01,5.043432641350714674e-01
1.474608431840578859e+01,1.299103776558628187e+00
1.475777140491319628e+01,3.625934729481272267e+00
1.476945849142060574e+01,1.996492295401776529e+00
1.478114557792801342e+01,6.920329419133237625e-01
1.479283266443542111e+01,3.217312887248751641e-01
1.480451975094283057e+01,1.821383625175318766e-01
1.481620683745023825e+01,1.163955056573271057e-01
1.482789392395764594e+01,8.057175612431496936e-02
1.483958101046505362e+01,5.899729588361707355e-02
1.485126809697246131e+01,4.503049600422200788e-02
1.486295518347986899e+01,3.548252592665988858e-02
1.487464226998727668e+01,2.867226362734174791e-02
1.488632935649468436e+01,2.364677245146623238e-02
1.489801644300209205e+01,1.983372871979406996e-02
1.490970352950949973e+01,1.687280276448107838e-02
1.492139061601690742e+01,1.452806855788410512e-02
1.493307770252431510e+01,1.263985948200263901e-02
1.494476478903172456e+01,1.109701893314861756e-02
1.495645187553913225e+01,9.820245584962026750e-03
1.496813896204653993e+01,8.751742422178802189e-03
1.497982604855394939e+01,7.848584897080245620e-03
1.499151313506135708e+01,7.078356742040180227e-03
1.500320022156876476e+01,6.416209160720974698e-03
1.501488730807617245e+01,5.842836798085406479e-03
1.502657439458358013e+01,5.343057975612320112e-03
1.503826148109098781e+01,4.904801562698695230e-03
1.504994856759839550e+01,4.518372678744632213e-03
1.506163565410580318e+01,4.175912881805743382e-03
1.507332274061321087e+01,3.870998144381734493e-03
1.508500982712061855e+01,3.598335851744566619e-03
1.509669691362802624e+01,3.353533906014219499e-03
1.510838400013543570e+01,3.132922977090438297e-03
1.512007108664284338e+01,2.933418369287762832e-03
1.513175817315025107e+01,2.752411727451917461e-03
1.514344525965765875e+01,2.587685438449996520e-03
1.515513234616506821e+01,2.437344451722959094e-03
1.516681943267247590e+01,2.299761583256430125e-03
1.517850651917988358e+01,2.173533339973605753e-03
1.519019360568729127e+01,2.057444014315409388e-03
1.520188069219469895e+01,1.950436326025383610e-03
1.521356777870210664e+01,1.851587281654340283e-03
1.522525486520951432e+01,1.760088218434799042e-03
1.523694195171692201e+01,1.675228223802675354e-03
1.524862903822432969e+01,1.596380293505915643e-03
1.526031612473173737e+01,1.522989723355483134e-03
1.527200321123914506e+01,1.454564332037584264e-03
1.528369029774655452e+01,1.390666192223981995e-03
1.529537738425396221e+01,1.330904609833374061e-03
1.530706447076136989e+01,1.274930140702187171e-03
1.531875155726877757e+01,1.222429473120599259e-03
1.533043864377618704e+01,1.173121035950858669e-03
1.534212573028359472e+01,1.126751217103287009e-03
1.535381281679100240e+01,1.083091097327258234e-03
1.536549990329841009e+01,1.041933620604468085e-03
1.537718698980581777e+01,1.003091135702683040e-03
1.538887407631322546e+01,9.663932542792148328e-04
1.540056116282063314e+01,9.316849797986958507e-04
1.541224824932804083e+01,8.988250688309962558e-04
1.542393533583544851e+01,8.676845923239811728e-04
1.543562242234285620e+01,8.381456694419991147e-04
1.544730950885026388e+01,8.101003507157776128e-04
1.545899659535767334e+01,7.834496307160659359e-04
1.547068368186508103e+01,7.581025733652388323e-04
1.548237076837248871e+01,7.339755354376255444e-04
1.549405785487989817e+01,7.109914758516182104e-04
1.550574494138730586e+01,6.890793400898647921e-04
1.551743202789471354e+01,6.681735105520793336e-04
1.552911911440212123e+01,6.482133148921035174e-04
1.554080620090952891e+01,6.291425854526415135e-04
1.555249328741693660e+01,6.109092638177644839e-04
1.556418037392434428e+01,5.934650452791481040e-04
1.557586746043175197e+01,5.767650586776583519e-04
1.558755454693915965e+01,5.607675776542602472e-04
1.559924163344656733e+01,5.454337598375133371e-04
1.561092871995397502e+01,5.307274109209444502e-04
1.562261580646138448e+01,5.166147709523504460e-04
1.563430289296879216e+01,5.030643204769095567e-04
1.564598997947619985e+01,4.900466044538839220e-04
1.565767706598360753e+01,4.775340721087803172e-04
1.566936415249101699e+01,4.655009310938855709e-04
1.568105123899842468e+01,4.539230145146857425e-04
1.569273832550583236e+01,4.427776595411808311e-04
1.570442541201324005e+01,4.320435964648822701e-04
1.571611249852064773e+01,4.217008471867166714e-04
1.572779958502805542e+01,4.117306322306635096e-04
1.573948667153546310e+01,4.021152854745146683e-04
1.575117375804287079e+01,3.928381758744143790e-04
1.576286084455027847e+01,3.838836355352207605e-04
1.577454793105768616e+01,3.752368935454962581e-04
1.578623501756509384e+01,3.668840150551294990e-04
1.579792210407250330e+01,3.588118451261788412e-04
1.580960919057991099e+01,3.510079569342830302e-04
1.582129627708731867e+01,3.434606039396109626e-04
1.583298336359472636e+01,3.361586756834878688e-04
1.584467045010213582e+01,3.290916568999519118e-04
1.585635753660954350e+01,3.222495896611646607e-04
1.586804462311695119e+01,3.156230383021043371e-04
1.587973170962435887e+01,3.092030568937805673e-04
1.589141879613176656e+01,3.029811590555168770e-04
1.590310588263917424e+01,2.969492899160275107e-04
1.591479296914658192e+01,2.910998000502513215e-04
1.592648005565398961e+01,2.854254212344224640e-04
1.593816714216139729e+01,2.799192438758456259e-04
1.594985422866880498e+01,2.745746959864714485e-04
1.596154131517621266e+01,2.693855235807564113e-04
1.597322840168362212e+01,2.643457723886113802e-04
1.598491548819102981e+01,2.594497707835684568e-04
1.599660257469843749e+01,2.546921138347354140e-04
1.600828966120584340e+01,2.500676483988012065e-04
1.601997674771325464e+01,2.455714591752752602e-04
1.603166383422066232e+01,2.411988556545091372e-04
1.604335092072807001e+01,2.369453598937374403e-04
1.605503800723547769e+01,2.328066950616789279e-04
1.606672509374288538e+01,2.287787746969445176e-04
1.607841218025029306e+01,2.248576926298761884e-04
1.609009926675770075e+01,2.210397135213977777e-04
1.610178635326510843e+01,2.173212639760822872e-04
1.611347343977251612e+01,2.136989241899479180e-04
1.612516052627992380e+01,2.101694200965286221e-04
1.613684761278733149e+01,2.067296159775321434e-04
1.614853469929474272e+01,2.033765075069424351e-04
